source_mat_id_orig,samp_description,tax_id,scientific_name,investigation_type,env_material,collection_date,sampling_event,sampl_person,sampl_person_orcid,tidal_stage,comm_samp,depth,replicate,size_frac_low,size_frac_up,samp_collect_device,samp_mat_process,samp_mat_process_dev,samp_store_date,samp_store_loc,samp_store_temp,store_person,store_person_orcid,other_person,other_person_orcid,long_store,samp_size_mass,ship_date,arr_date_hq,store_temp_hq,ship_date_seq,arr_date_seq,failure,failure_comment,ENA_accession_number_sample,source_mat_id
EMO BON RFormosa SO 211220 micro(1),EMOBON metagenome sediment sample from station RFormosa collected on 2021-12-20 community collected micro,412755,marine sediment metagenome,metagenome,lagoon [ENVO_00000038]; sediment [ENVO:00002007],2021-12-20,RFormosa_So_211220,Bruno Louro,0000-0001-8164-581X,low_tide,micro,0,1,NA,NA,PVC core D50mm,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",2021-12-20,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,N,5,2022-01-24,2022-02-02,-70,2022-02-22,2022-02-23,F,NA,NA,EMOBON_RFormosa_So_211220_micro_1
EMO BON RFormosa SO 211220 micro(2),EMOBON metagenome sediment sample from station RFormosa collected on 2021-12-20 community collected micro,412755,marine sediment metagenome,metagenome,lagoon [ENVO_00000038]; sediment [ENVO:00002007],2021-12-20,RFormosa_So_211220,Bruno Louro,0000-0001-8164-581X,low_tide,micro,0,2,NA,NA,PVC core D50mm,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",2021-12-20,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,N,5,2022-01-24,2022-02-02,-70,2022-02-22,2022-02-23,F,NA,NA,EMOBON_RFormosa_So_211220_micro_2
EMO BON RFormosa SO 211220 micro(3),EMOBON metagenome sediment sample from station RFormosa collected on 2021-12-20 community collected micro,412755,marine sediment metagenome,metagenome,lagoon [ENVO_00000038]; sediment [ENVO:00002007],2021-12-20,RFormosa_So_211220,Bruno Louro,0000-0001-8164-581X,low_tide,micro,0,3,NA,NA,PVC core D50mm,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",2021-12-20,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,Y,5,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_RFormosa_So_211220_micro_3
EMO BON RFormosa SO 211220 micro(4),EMOBON metagenome sediment sample from station RFormosa collected on 2021-12-20 community collected micro,412755,marine sediment metagenome,metagenome,lagoon [ENVO_00000038]; sediment [ENVO:00002007],2021-12-20,RFormosa_So_211220,Bruno Louro,0000-0001-8164-581X,low_tide,micro,0,4,NA,NA,PVC core D50mm,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",2021-12-20,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,Y,5,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_RFormosa_So_211220_micro_4
EMO BON RFormosa SO 211220 blank,EMOBON metagenome sediment sample from station RFormosa collected on 2021-12-20 community collected micro,32644,unidentified,metagenome,NA,2021-12-20,RFormosa_So_211220,Bruno Louro,0000-0001-8164-581X,low_tide,micro,NA,blank,NA,NA,NA,SoSOP 1,NA,2021-12-20,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_RFormosa_So_211220_micro_blank
EMO BON RFormosa SO 220224 micro(1),EMOBON metagenome sediment sample from station RFormosa collected on 2022-02-24 community collected micro,412755,marine sediment metagenome,metagenome,lagoon [ENVO_00000038]; sediment [ENVO:00002007],2022-02-24,RFormosa_So_220224,Bruno Louro,0000-0001-8164-581X,low_tide,micro,0,1,NA,NA,PVC core D50mm,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",2022-02-24,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,N,5,2022-10-17,2022-10-26,-70,2023-06-01,2023-06-01,NA,NA,NA,EMOBON_RFormosa_So_220224_micro_1
EMO BON RFormosa SO 220224 micro(2),EMOBON metagenome sediment sample from station RFormosa collected on 2022-02-24 community collected micro,412755,marine sediment metagenome,metagenome,lagoon [ENVO_00000038]; sediment [ENVO:00002007],2022-02-24,RFormosa_So_220224,Bruno Louro,0000-0001-8164-581X,low_tide,micro,0,2,NA,NA,PVC core D50mm,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",2022-02-24,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,N,5,2022-10-17,2022-10-26,-70,2023-06-01,2023-06-01,NA,NA,NA,EMOBON_RFormosa_So_220224_micro_2
EMO BON RFormosa SO 220224 micro(3),EMOBON metagenome sediment sample from station RFormosa collected on 2022-02-24 community collected micro,412755,marine sediment metagenome,metagenome,lagoon [ENVO_00000038]; sediment [ENVO:00002007],2022-02-24,RFormosa_So_220224,Bruno Louro,0000-0001-8164-581X,low_tide,micro,0,3,NA,NA,PVC core D50mm,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",2022-02-24,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,Y,5,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_RFormosa_So_220224_micro_3
EMO BON RFormosa SO 220224 micro(4),EMOBON metagenome sediment sample from station RFormosa collected on 2022-02-24 community collected micro,412755,marine sediment metagenome,metagenome,lagoon [ENVO_00000038]; sediment [ENVO:00002007],2022-02-24,RFormosa_So_220224,Bruno Louro,0000-0001-8164-581X,low_tide,micro,0,4,NA,NA,PVC core D50mm,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",2022-02-24,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,Y,5,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_RFormosa_So_220224_micro_4
EMO BON RFormosa SO 220224 blank,EMOBON metagenome sediment sample from station RFormosa collected on 2022-02-24 community collected micro,32644,unidentified,metagenome,NA,2022-02-24,RFormosa_So_220224,Bruno Louro,0000-0001-8164-581X,low_tide,micro,NA,blank,NA,NA,NA,SoSOP 1,NA,2022-02-24,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_RFormosa_So_220224_micro_blank
EMO BON RFormosa SO 220428 micro(1),EMOBON metagenome sediment sample from station RFormosa collected on 2022-04-28 community collected micro,412755,marine sediment metagenome,metagenome,lagoon [ENVO_00000038]; sediment [ENVO:00002007],2022-04-28,RFormosa_So_220428,Bruno Louro,0000-0001-8164-581X,low_tide,micro,0,1,NA,NA,PVC core D50mm,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",2022-04-28,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,N,5,2022-10-17,2022-10-26,-70,2023-06-01,2023-06-01,NA,NA,NA,EMOBON_RFormosa_So_220428_micro_1
EMO BON RFormosa SO 220428 micro(2),EMOBON metagenome sediment sample from station RFormosa collected on 2022-04-28 community collected micro,412755,marine sediment metagenome,metagenome,lagoon [ENVO_00000038]; sediment [ENVO:00002007],2022-04-28,RFormosa_So_220428,Bruno Louro,0000-0001-8164-581X,low_tide,micro,0,2,NA,NA,PVC core D50mm,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",2022-04-28,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,N,5,2022-10-17,2022-10-26,-70,2023-06-01,2023-06-01,NA,NA,NA,EMOBON_RFormosa_So_220428_micro_2
EMO BON RFormosa SO 220428 micro(3),EMOBON metagenome sediment sample from station RFormosa collected on 2022-04-28 community collected micro,412755,marine sediment metagenome,metagenome,lagoon [ENVO_00000038]; sediment [ENVO:00002007],2022-04-28,RFormosa_So_220428,Bruno Louro,0000-0001-8164-581X,low_tide,micro,0,3,NA,NA,PVC core D50mm,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",2022-04-28,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,Y,5,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_RFormosa_So_220428_micro_3
EMO BON RFormosa SO 220428 micro(4),EMOBON metagenome sediment sample from station RFormosa collected on 2022-04-28 community collected micro,412755,marine sediment metagenome,metagenome,lagoon [ENVO_00000038]; sediment [ENVO:00002007],2022-04-28,RFormosa_So_220428,Bruno Louro,0000-0001-8164-581X,low_tide,micro,0,4,NA,NA,PVC core D50mm,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",2022-04-28,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,Y,5,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_RFormosa_So_220428_micro_4
EMO BON RFormosa SO 220428 blank,EMOBON metagenome sediment sample from station RFormosa collected on 2022-04-28 community collected micro,32644,unidentified,metagenome,NA,2022-04-28,RFormosa_So_220428,Bruno Louro,0000-0001-8164-581X,low_tide,micro,NA,blank,NA,NA,NA,SoSOP 1,NA,2022-04-28,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_RFormosa_So_220428_micro_blank
EMO BON RFormosa SO 220629 micro(1),EMOBON metagenome sediment sample from station RFormosa collected on 2022-06-29 community collected micro,412755,marine sediment metagenome,metagenome,lagoon [ENVO_00000038]; sediment [ENVO:00002007],2022-06-29,RFormosa_So_220629,Bruno Louro,0000-0001-8164-581X,low_tide,micro,0,1,NA,NA,PVC core D50mm,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",2022-06-29,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,N,5,2022-10-17,2022-10-26,-70,2023-06-01,2023-06-01,NA,NA,NA,EMOBON_RFormosa_So_220629_micro_1
EMO BON RFormosa SO 220629 micro(2),EMOBON metagenome sediment sample from station RFormosa collected on 2022-06-29 community collected micro,412755,marine sediment metagenome,metagenome,lagoon [ENVO_00000038]; sediment [ENVO:00002007],2022-06-29,RFormosa_So_220629,Bruno Louro,0000-0001-8164-581X,low_tide,micro,0,2,NA,NA,PVC core D50mm,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",2022-06-29,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,N,5,2022-10-17,2022-10-26,-70,2023-06-01,2023-06-01,NA,NA,NA,EMOBON_RFormosa_So_220629_micro_2
EMO BON RFormosa SO 220629 micro(3),EMOBON metagenome sediment sample from station RFormosa collected on 2022-06-29 community collected micro,412755,marine sediment metagenome,metagenome,lagoon [ENVO_00000038]; sediment [ENVO:00002007],2022-06-29,RFormosa_So_220629,Bruno Louro,0000-0001-8164-581X,low_tide,micro,0,3,NA,NA,PVC core D50mm,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",2022-06-29,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,Y,5,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_RFormosa_So_220629_micro_3
EMO BON RFormosa SO 220629 micro(4),EMOBON metagenome sediment sample from station RFormosa collected on 2022-06-29 community collected micro,412755,marine sediment metagenome,metagenome,lagoon [ENVO_00000038]; sediment [ENVO:00002007],2022-06-29,RFormosa_So_220629,Bruno Louro,0000-0001-8164-581X,low_tide,micro,0,4,NA,NA,PVC core D50mm,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",2022-06-29,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,Y,5,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_RFormosa_So_220629_micro_4
EMO BON RFormosa SO 220629 blank,EMOBON metagenome sediment sample from station RFormosa collected on 2022-06-29 community collected micro,32644,unidentified,metagenome,NA,2022-06-29,RFormosa_So_220629,Bruno Louro,0000-0001-8164-581X,low_tide,micro,NA,blank,NA,NA,NA,SoSOP 1,NA,2022-06-29,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_RFormosa_So_220629_micro_blank
EMO BON RFormosa SO 220909 micro(1),EMOBON metagenome sediment sample from station RFormosa collected on 2022-09-09 community collected micro,412755,marine sediment metagenome,metagenome,lagoon [ENVO_00000038]; sediment [ENVO:00002007],2022-09-09,RFormosa_So_220909,Bruno Louro,0000-0001-8164-581X,low_tide,micro,0,1,NA,NA,PVC core D50mm,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",2022-09-09,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,N,5,2022-10-17,2022-10-26,-70,2023-06-01,2023-06-01,NA,NA,NA,EMOBON_RFormosa_So_220909_micro_1
EMO BON RFormosa SO 220909 micro(2),EMOBON metagenome sediment sample from station RFormosa collected on 2022-09-09 community collected micro,412755,marine sediment metagenome,metagenome,lagoon [ENVO_00000038]; sediment [ENVO:00002007],2022-09-09,RFormosa_So_220909,Bruno Louro,0000-0001-8164-581X,low_tide,micro,0,2,NA,NA,PVC core D50mm,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",2022-09-09,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,N,5,2022-10-17,2022-10-26,-70,2023-06-01,2023-06-01,NA,NA,NA,EMOBON_RFormosa_So_220909_micro_2
EMO BON RFormosa SO 220909 micro(3),EMOBON metagenome sediment sample from station RFormosa collected on 2022-09-09 community collected micro,412755,marine sediment metagenome,metagenome,lagoon [ENVO_00000038]; sediment [ENVO:00002007],2022-09-09,RFormosa_So_220909,Bruno Louro,0000-0001-8164-581X,low_tide,micro,0,3,NA,NA,PVC core D50mm,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",2022-09-09,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,Y,5,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_RFormosa_So_220909_micro_3
EMO BON RFormosa SO 220909 micro(4),EMOBON metagenome sediment sample from station RFormosa collected on 2022-09-09 community collected micro,412755,marine sediment metagenome,metagenome,lagoon [ENVO_00000038]; sediment [ENVO:00002007],2022-09-09,RFormosa_So_220909,Bruno Louro,0000-0001-8164-581X,low_tide,micro,0,4,NA,NA,PVC core D50mm,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",2022-09-09,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,Y,5,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_RFormosa_So_220909_micro_4
EMO BON RFormosa SO 220909 blank,EMOBON metagenome sediment sample from station RFormosa collected on 2022-09-09 community collected micro,32644,unidentified,metagenome,NA,2022-09-09,RFormosa_So_220909,Bruno Louro,0000-0001-8164-581X,low_tide,micro,NA,blank,NA,NA,NA,SoSOP 1,NA,2022-09-09,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_RFormosa_So_220909_micro_blank
EMO BON RFormosa SO 221021 micro(1),EMOBON metagenome sediment sample from station RFormosa collected on 2022-10-21 community collected micro,412755,marine sediment metagenome,metagenome,lagoon [ENVO_00000038]; sediment [ENVO:00002007],2022-10-21,RFormosa_So_221021,Bruno Louro,0000-0001-8164-581X,low_tide,micro,0,1,NA,NA,PVC core D50mm,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",2022-10-21,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,N,5,2023-06-19,2023-07-03,-70,NA,NA,NA,NA,NA,EMOBON_RFormosa_So_221021_micro_1
EMO BON RFormosa SO 221021 micro(2),EMOBON metagenome sediment sample from station RFormosa collected on 2022-10-21 community collected micro,412755,marine sediment metagenome,metagenome,lagoon [ENVO_00000038]; sediment [ENVO:00002007],2022-10-21,RFormosa_So_221021,Bruno Louro,0000-0001-8164-581X,low_tide,micro,0,2,NA,NA,PVC core D50mm,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",2022-10-21,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,N,5,2023-06-19,2023-07-03,-70,NA,NA,NA,NA,NA,EMOBON_RFormosa_So_221021_micro_2
EMO BON RFormosa SO 221021 micro(3),EMOBON metagenome sediment sample from station RFormosa collected on 2022-10-21 community collected micro,412755,marine sediment metagenome,metagenome,lagoon [ENVO_00000038]; sediment [ENVO:00002007],2022-10-21,RFormosa_So_221021,Bruno Louro,0000-0001-8164-581X,low_tide,micro,0,3,NA,NA,PVC core D50mm,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",2022-10-21,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,Y,5,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_RFormosa_So_221021_micro_3
EMO BON RFormosa SO 221021 micro(4),EMOBON metagenome sediment sample from station RFormosa collected on 2022-10-21 community collected micro,412755,marine sediment metagenome,metagenome,lagoon [ENVO_00000038]; sediment [ENVO:00002007],2022-10-21,RFormosa_So_221021,Bruno Louro,0000-0001-8164-581X,low_tide,micro,0,4,NA,NA,PVC core D50mm,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",2022-10-21,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,Y,5,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_RFormosa_So_221021_micro_4
EMO BON RFormosa SO 221021 blank,EMOBON metagenome sediment sample from station RFormosa collected on 2022-10-21 community collected micro,32644,unidentified,metagenome,NA,2022-10-21,RFormosa_So_221021,Bruno Louro,0000-0001-8164-581X,low_tide,micro,NA,blank,NA,NA,NA,SoSOP 1,NA,2022-10-21,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_RFormosa_So_221021_micro_blank
EMO BON RFormosa SO 221216 micro(1),EMOBON metagenome sediment sample from station RFormosa collected on 2022-12-16 community collected micro,412755,marine sediment metagenome,metagenome,lagoon [ENVO_00000038]; sediment [ENVO:00002007],2022-12-16,RFormosa_So_221216,Bruno Louro,0000-0001-8164-581X,low_tide,micro,0,1,NA,NA,PVC core D50mm,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",2022-12-16,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,N,5,2023-06-19,2023-07-03,-70,NA,NA,NA,NA,NA,EMOBON_RFormosa_So_221216_micro_1
EMO BON RFormosa SO 221216 micro(2),EMOBON metagenome sediment sample from station RFormosa collected on 2022-12-16 community collected micro,412755,marine sediment metagenome,metagenome,lagoon [ENVO_00000038]; sediment [ENVO:00002007],2022-12-16,RFormosa_So_221216,Bruno Louro,0000-0001-8164-581X,low_tide,micro,0,2,NA,NA,PVC core D50mm,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",2022-12-16,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,N,5,2023-06-19,2023-07-03,-70,NA,NA,NA,NA,NA,EMOBON_RFormosa_So_221216_micro_2
